Intergranular_Porosity,GTI_Coating,GTG_Coating,Authigenic_TiOx,Quartz_Grains,Intragranular_KFeldspar,Pore_Filling_Illite,Pore_Lining_Illite,Calcite_Cement,Undiff_MRF,Grain_Size
1.1277223729341883,15.897254522733792,71.68730399387945,0.06635131571142461,57.04925810006415,2.4303401840375423,3.5729796135003116,0.09110912825774864,2.3688544283836617,9.69878826707639,0.6332471992834301
1.8146509184084816,0.44176936988819193,25.44027799774911,2.048372233197124,42.81024303484278,2.601216955740311,3.3009868835886564,0.472214803779642,0.2736183091460711,0.43159911950576113,1.4578801569404445
2.148628294821613,65.23691427638673,8.80415396221414,0.9059831007917518,51.031474091783004,2.739721657669414,1.3996694847297142,3.4150338670817844,1.4832609141077444,8.911431136980712,1.2789664923899922
2.552314928976662,56.54858750780937,18.234813003355335,2.5806911616377994,47.95607103045177,1.5340271965828134,4.77432640331597,0.35594324230114494,0.17267628004993285,5.277011090862999,1.273660186595593
4.033291826268561,58.32057344327899,34.1686230901005,0.6974657160199658,47.319689301372506,1.5045488840615988,3.6894845834788423,1.5948781514688064,1.6485866469712067,9.929647961193004,0.7561704237129583
1.3985320197126188,61.70162773487566,65.44118127379944,2.763750952409864,69.19031664257336,2.3948855369003255,2.7717702625570033,4.2243765548472725,1.324591504120131,0.7379656473539886,0.6807473032727311
2.814054972861252,5.923572138727229,68.85844666050747,1.5469413852021496,51.792931740002814,1.9498917923332955,3.058603731171761,0.11635967867912933,2.663112548274899,5.538542844013207,0.48276990070298875
3.165865559879191,28.67725828354181,0.5561704424952563,3.746919954946938,66.7613966553134,2.10590063177311,2.0980003121389497,4.072342412944679,1.0527450376562362,9.69302535619099,0.17892569531129796
0.7090268572399898,9.269524762010377,40.85978420620526,0.550083776583973,58.93415877991789,2.3873780083083034,1.2386549475057873,1.4092738738669996,0.3512010492828176,5.230978441701488,1.3106113267570745
3.2339518335564725,69.04827407004748,33.39288025190232,1.364265404201034,63.84433910624945,2.670016025452699,1.779863393256308,0.5908241381082813,0.42897504615850757,6.293986381352625,1.2380614127821086
1.2673585565928118,49.86385014620463,17.76862483765842,0.4538940849623563,55.079112793155765,1.0139854705546074,3.7892305523218455,3.483685826820753,2.2845318951524165,6.957486889846171,1.4996047426005827
0.7927321684337578,26.471841988211935,9.589229386694624,3.698774473114251,57.30711653879077,1.1267488579198321,0.07196744314877934,3.14471423389942,1.8546541899487832,4.545410647677732,1.4952915719034676
4.7699849176399995,5.084668022881891,27.009213712290236,3.509357413523924,54.77553081456592,0.281945819522607,0.5803632025345812,4.387360067635265,0.30336802836837073,6.275580800840634,0.8776043878436783
4.845344148835517,24.878585737252976,75.43277631300154,1.0317665108606224,45.857289633941335,1.734840422988522,0.23001321010876374,3.675355219019429,0.2523204183449923,5.843143119231002,1.1765823812527147
4.137788066524076,26.014665762139764,25.85623456166042,2.639936184136716,61.67356345784516,0.10782682139022626,0.20364401159485068,4.017404651924243,2.10290739437736,9.01158010490989,1.4226720218353992
1.870761961280168,58.36849426704512,41.50324973946929,3.2688888008048633,48.42317087322567,1.3967940543973805,4.277302920055036,1.4101728628565324,0.21828901909258058,0.4544638034145787,1.289506346948376
0.9395245130287274,51.00459770841705,56.241516711614224,2.2208032463978493,40.72947899294361,1.6279339041227299,3.5182892969001185,0.8871977188986141,2.4655801778710686,2.809631895922303,0.44628734244047674
3.579048619304706,70.97701940610612,29.09036819034352,2.118602313424026,59.364168877215036,0.8596237563848532,2.370869145436626,3.753073758204292,2.1187266814694885,9.504114840765588,0.7307617894341308
2.480686221828206,37.777194012955945,77.74256661767686,0.9674091636018067,45.31332038221147,1.7724997817070323,0.4891708032550074,4.03417369633632,0.2440463419256993,8.902637838909163,0.28082318121209293
1.0491720568015048,9.567539675064136,76.99578359536889,0.37241107122359685,68.21375753058743,0.09150074981714829,2.4580793755841617,4.952525710003367,0.25451314225557575,4.55656752785713,1.4356714381622113
2.728296095500716,57.0595829778396,20.142583666029132,3.588863031813307,68.61785731007762,0.11204456624764325,2.3673588539028283,2.0630883845571324,2.9599187355035266,6.201325978015367,0.948644488231232
0.6547483450184828,60.862803889351795,39.77988047139084,3.601672228653322,67.44593170661346,2.4678016819789748,0.8660093495500759,1.860090428963916,1.122812387268361,2.7738118298113266,0.42009992770484783
4.59194180935452,44.9021758055597,24.07026478534157,2.5324058290930718,51.10476100766333,1.0805719242337886,2.169258246189865,3.882064803709984,1.1119264412006729,1.881211597237613,1.0403809581681993
1.6645099172000761,61.67737439636488,22.78723955019741,1.3561191641948027,40.463698495866026,0.38118153795565435,1.9925236719868673,1.7040177012650892,2.438398701772508,4.636984049399821,0.9653795366410541
3.481350279592919,39.50364770915126,2.9509557883626236,1.3968382984506436,67.84955687763176,1.566729780164413,3.0792504902610824,4.653786628017824,2.841745732151576,3.533522280260528,0.6014278052459766
1.9026998424023494,41.818626350559526,48.76514671839175,2.9038227154809575,52.84552444951943,2.3099806592958325,3.175468254338219,4.2920637592150594,2.9580031914686127,5.836561118508721,0.2589806290794806
2.8403060953001487,34.20328146868397,40.21432185830892,3.5884410398103084,68.99964457131009,0.6474630824905295,0.2265200488602226,2.1449701368750915,2.260134555776825,0.7773463696498484,1.0402024738299194
2.9601962570447586,2.033530139527615,4.118300099999148,3.548345697060469,68.90859931267758,1.8686714274570009,1.873063073132356,3.754355338957487,1.1287787565927472,9.743948076661665,0.8284307812653106
1.3318450498648717,8.631314159464356,22.291717138928917,3.1195021834304955,65.5902836640208,0.256042394981304,3.1292995785711817,3.7727143704234116,0.2505021500960063,9.86210744479603,1.181245748429895
